communityID,urban_score_div,year
1511562,3,2018
1511563,5,2018
1538591,4,2018
1538592,5,2018
1538593,4,2018
1540441,4,2018
1540442,4,2018
1540443,5,2018
1540581,4,2018
1540582,1,2018
1540583,5,2018
1546281,4,2018
1546282,4,2018
1546283,4,2018
1546311,3,2018
1546312,4,2018
1546313,2,2018
1546761,4,2018
1546762,3,2018
1546763,4,2018
1556761,5,2018
1556762,4,2018
1556763,4,2018
1582311,3,2018
1582312,4,2018
1582313,4,2018
1582781,10,2018
1582782,4,2018
1582783,4,2018
1601041,4,2018
1601042,5,2018
1601043,4,2018
1611591,4,2018
1611592,3,2018
1611593,2,2018
1624311,3,2018
1624312,3,2018
1624313,4,2018
1660061,3,2018
1660062,3,2018
1660063,4,2018
1682311,3,2018
1682312,2,2018
1682313,4,2018
1711591,2,2018
1711592,3,2018
1711593,2,2018
1746431,3,2018
1746432,4,2018
1746433,4,2018
1755311,4,2018
1755312,4,2018
1755313,3,2018
1774021,5,2018
1774022,3,2018
1774023,3,2018
1840371,4,2018
1840372,3,2018
1840373,9,2018
1940371,4,2018
1940372,4,2018
1940373,4,2018
2001041,4,2018
2001042,4,2018
2001043,3,2018
2024541,5,2018
2024542,4,2018
2024543,4,2018
2040281,4,2018
2040282,4,2018
2049061,3,2018
2049062,3,2018
2049063,4,2018
2053041,4,2018
2053042,5,2018
2053043,4,2018
2074061,4,2018
2074062,6,2018
2074063,4,2018
2074281,4,2018
2074282,4,2018
2074283,4,2018
2111541,4,2018
2111542,3,2018
2111543,3,2018
2111761,4,2018
2111762,3,2018
2111763,3,2018
2124281,3,2018
2124282,4,2018
2124283,3,2018
2411161,4,2018
2411162,4,2018
2411163,4,2018
2427021,3,2018
2427022,4,2018
2427023,3,2018
2440561,4,2018
2440562,5,2018
2440563,4,2018
2446041,4,2018
2446042,3,2018
2446043,4,2018
2446761,4,2018
2446762,4,2018
2446763,3,2018
2616761,3,2018
2616762,5,2018
2616763,5,2018
2627281,5,2018
2627282,6,2018
2627283,4,2018
2653591,3,2018
2653592,3,2018
2653593,4,2018
2655761,4,2018
2655762,5,2018
2655763,4,2018
2660591,4,2018
2660592,3,2018
2660593,4,2018
2663061,4,2018
2663062,3,2018
2663063,4,2018
2686061,3,2018
2686062,5,2018
2686063,5,2018
2704021,3,2018
2704022,4,2018
2704023,4,2018
2718061,4,2018
2718062,4,2018
2718063,4,2018
2749511,4,2018
2749512,4,2018
2749513,4,2018
2755591,4,2018
2755592,4,2018
2755593,4,2018
2801541,4,2018
2801542,4,2018
2801543,4,2018
2811041,5,2018
2811042,6,2018
2811043,5,2018
2811161,3,2018
2811162,4,2018
2811163,4,2018
2855021,4,2018
2855022,3,2018
2855023,3,2018
2882511,4,2018
2882512,4,2018
2882513,4,2018
2916761,3,2018
2916762,3,2018
2916763,3,2018
2924581,4,2018
2924582,4,2018
2924583,5,2018
2940281,5,2018
2940282,4,2018
2940283,4,2018
2940991,4,2018
2940992,5,2018
2940993,4,2018
2953311,3,2018
2953312,2,2018
2953313,4,2018
2960061,3,2018
2960062,3,2018
2960063,3,2018
2960811,3,2018
2960812,3,2018
2960813,3,2018
2963311,3,2018
2963312,2,2018
2963313,2,2018
2974391,4,2018
2974392,3,2018
2974393,3,2018
2982451,3,2018
2982452,3,2018
2982453,3,2018
2986311,4,2018
2986312,3,2018
2986313,3,2018
3201461,4,2018
3201462,6,2018
3201463,3,2018
3211161,4,2018
3211162,4,2018
3211163,4,2018
3211311,4,2018
3211312,3,2018
3211313,3,2018
3216591,4,2018
3216592,4,2018
3216593,3,2018
3240451,3,2018
3240452,3,2018
3240453,4,2018
3240781,4,2018
3240782,6,2018
3240783,5,2018
3246811,3,2018
3246812,4,2018
3246813,4,2018
3253061,3,2018
3253062,3,2018
3253063,3,2018
3255541,2,2018
3255542,3,2018
3255543,5,2018
3263461,4,2018
3263462,4,2018
3263463,3,2018
3263591,3,2018
3263592,4,2018
3263593,3,2018
3301021,5,2018
3301022,6,2018
3301023,3,2018
3301311,3,2018
3301312,3,2018
3301313,4,2018
3304041,4,2018
3304042,6,2018
3304043,4,2018
3340021,4,2018
3340022,5,2018
3340023,3,2018
3346311,3,2018
3346312,3,2018
3346313,4,2018
3360591,4,2018
3360592,4,2018
3360593,3,2018
3382311,4,2018
3382312,4,2018
3382313,4,2018
3452331,3,2018
3452332,3,2018
3452333,5,2018
3477631,3,2018
3477632,5,2018
3477633,4,2018
