urban_score_pop,urban_score_markets,urban_score_trans,urban_score_housing,urban_score_econ,urban_score_div,communityID,urban_score
6,3.3333333333333335,3.3332,4.20461445051609,4,4.25,2660592,25.121147783849423
6,3.3333333333333335,9.999600000000001,4.877049180327869,3.5,4.25,2660593,31.959982513661203
6.5,5.555555555555555,3.3332,7.657559198542805,6,4,2663061,33.04631475409836
5.5,3.3333333333333335,4.9998000000000005,4.110690766428472,3.5,3.25,2663062,24.693824099761805
5.5,3.3333333333333335,3.3332,5.235814873572674,4.5,5,2663063,26.90234820690601
5,3.3333333333333335,6.6664,7.057559198542805,4,2.75,2686061,28.807292531876136
5.25,8.88888888888889,4.9998000000000005,9.990892531876138,5.5,3,2686062,37.62958142076503
5.5,5.555555555555555,3.3332,7.21311475409836,4,2.5,2686063,28.10187030965392
4,0,3.3332,2.204671095604518,3,3.75,2704021,16.287871095604515
4,3.3333333333333335,6.6664,6.187982478966085,4.5,3.5,2704022,28.187715812299416
4.5,3.3333333333333335,6.6664,6.014284344741635,3.5,5,2704023,29.014017678074968
3.5,3.3333333333333335,0,3.33615978895798,4,4.75,2718061,18.919493122291314
0,6.666666666666667,6.6664,9.017109760340558,5,4.75,2718062,32.10017642700723
4,0,1.6666,4.733922575737755,4,4.75,2718063,19.150522575737753
5.5,3.3333333333333335,4.9998000000000005,3.717675387757355,4,4.5,2749511,26.050808721090686
7.5,3.3333333333333335,6.6664,9.931693989071038,5.5,5,2749512,37.93142732240437
5,3.3333333333333335,3.3332,3.6298689778683175,4.5,5.25,2749513,25.04640231120165
5,0,4.9998000000000005,7.901234567901234,4,3.5,2755591,25.401034567901235
7,6.666666666666667,6.6664,9.990892531876138,5.5,3.5,2755592,39.3239591985428
6,5.555555555555555,6.6664,9.391736281221867,4.5,4.75,2755593,36.86369183677742
6,3.3333333333333335,6.6664,4.3046180220722166,4,4.5,2801541,28.804351355405547
6,3.3333333333333335,4.9998000000000005,4.668311886714847,8.5,6.75,2801542,34.25144522004818
6,3.3333333333333335,3.3332,4.041929214491769,3.5,6.25,2801543,26.458462547825103
7.5,3.3333333333333335,4.9998000000000005,10,6.5,5.8125,2811041,38.145633333333336
5.6,2.2222222222222223,6.6664,8.13560797903061,5.5,5.5,2811042,33.62423020125283
7.5,8.88888888888889,4.9998000000000005,9.981785063752277,6.5,5.3125,2811043,43.18297395264116
3,0,3.3332,4.381136434315163,4,5,2811161,19.714336434315165
6,3.3333333333333335,4.9998000000000005,6.187613843351548,5.5,5.75,2811162,31.770747176684882
4,3.3333333333333335,6.6664,9.990892531876138,5,4.5,2811163,33.490625865209466
2.5,0,0,3.324225865209472,5.5,5.75,2855021,17.07422586520947
3,3.3333333333333335,6.6664,3.324225865209472,4.5,5,2855022,25.823959198542806
6,6.666666666666667,1.6666,7.776765836875126,6.5,5.5,2855023,34.11003250354179
6.5,3.3333333333333335,6.6664,7.568029608254489,6,5.5,2882511,35.567762941587816
4,3.3333333333333335,3.3332,3.763871723319523,5,5,2882512,24.430405056652855
3,3.3333333333333335,0,3.187613843351548,3,3.75,2882513,16.27094717668488
5.5,3.3333333333333335,1.6666,7.768670309653916,3.5,4,2916761,25.768603642987248
1.5,3.3333333333333335,0,8.276606817590425,3.5,4.75,2916762,21.35994015092376
6,2.2222222222222223,3.3332,8.721051262034868,4,4.25,2916763,28.526473484257092
6,0,6.6664,10,6,5,2924581,33.666399999999996
6,6.666666666666667,6.6664,6.666666666666667,5,4.5,2924582,35.49973333333334
7.5,6.666666666666667,6.6664,9.990892531876138,8,5.25,2924583,44.0739591985428
9,6.666666666666667,6.6664,6.657559198542805,6.5,4,2940281,39.49062586520947
7.5,0,6.6664,9.990892531876138,8,5.5,2940282,37.65729253187614
8.5,5.555555555555555,6.6664,9.490892531876138,7,5.5,2940283,42.712848087431695
6,3.3333333333333335,1.6666,4.529045142317906,3.5,4.5,2940991,23.52897847565124
6,3.3333333333333335,6.6664,4.7251773049645385,4,4.5,2940992,29.22491063829787
6,3.3333333333333335,4.9998000000000005,3.466666666666667,4,4.75,2940993,26.5498
7.5,3.3333333333333335,1.6666,3.187613843351548,2,3.5,2953311,21.18754717668488
6.5,1.1111111111111112,4.9998000000000005,3.324225865209472,2.5,3,2953312,21.43513697632058
6.5,5.555555555555555,6.6664,8.983140593891642,6,5.25,2953313,38.95509614944719
4.5,2.2222222222222223,3.3332,9.604523562081644,5,5.25,2960061,29.90994578430387
7.5,1.1111111111111112,4.9998000000000005,8.95640977325545,4,4.75,2960062,31.317320884366563
8,3.3333333333333335,4.9998000000000005,9.22166176264537,3,5,2960063,33.554795095978704
5,3.3333333333333335,1.6666,3.324225865209472,3.5,3.75,2960811,20.574159198542805
4,3.3333333333333335,1.6666,3.324225865209472,3,3.5,2960812,18.82415919854281
5.5,3.3333333333333335,3.3332,3.324225865209472,3.5,4,2960813,22.990759198542804
5,3.3333333333333335,3.3332,4.36066938185192,3.5,4.25,2963311,23.777202715185254
5,3.3333333333333335,0,6.1447203871353615,3,4.25,2963312,21.728053720468694
5,3.3333333333333335,3.3332,4.242424242424242,3.5,4.75,2963313,24.158957575757576
8,4.444444444444445,6.6664,10,6.5,4.625,2974391,40.235844444444446
5,3.3333333333333335,6.6664,3.6510232508303866,3.5,4.5,2974392,26.65075658416372
6.5,3.3333333333333335,6.6664,3.5027176099662767,5,5.5,2974393,30.50245094329961
5,2.2222222222222223,3.3332,8.324225865209472,4,4.5,2982451,27.379648087431693
5.25,4.444444444444445,6.6664,8.995867656254248,5,4.75,2982452,35.106712100698694
5.5,0,1.6666,8.324225865209472,4,4,2982453,23.49082586520947
5.166666666666667,1.8518518518518519,2.7776666666666667,7.617786980804485,4,3.6666666666666665,2986311,25.08063883265634
5.5,3.3333333333333335,3.3332,3.9693871555320523,4,4,2986312,24.135920488865384
6.666666666666667,1.8518518518518519,4.444266666666667,7.674030215013821,4.5,4.25,2986313,29.38681540019901
5.5,3.3333333333333335,3.3332,3.553841208614594,2.5,4.25,3201461,22.470374541947926
8,3.3333333333333335,3.3332,7.441872924033,3.5,3.75,3201462,29.358406257366333
5.5,0,6.6664,3.5704362322867467,3.5,4.25,3201463,23.48683623228675
8,6.666666666666667,6.6664,8.785934901401758,5,4.5,3211161,39.61900156806843
8,4.444444444444445,4.9998000000000005,9.990892531876138,5.5,4.65,3211162,37.585136976320584
7,3.3333333333333335,4.9998000000000005,9.990892531876138,5.5,4.75,3211163,35.57402586520947
7.5,5.555555555555555,9.999600000000001,9.990892531876138,5.5,4.5,3211311,43.0460480874317
6,3.3333333333333335,3.3332,3.8588953547969935,4,3.5,3211312,24.025428688130326
6,5.555555555555555,6.6664,7.345351619700704,3.5,3.5,3211313,32.56730717525626
7,3.3333333333333335,0,3.7991152745251107,3.5,4.5,3216591,22.132448607858443
8,6.666666666666667,8.333,9.314916008905081,5,4.625,3216592,41.93958267557174
7,5.555555555555555,4.9998000000000005,3.096539162112933,3.5,3.25,3216593,27.40189471766849
6,0,6.6664,4.990892531876138,4,4.25,3240451,25.907292531876138
5,2.2222222222222223,3.3332,4.86032417550133,3.5,4.75,3240452,23.665746397723552
5.5,3.3333333333333335,6.6664,4.824225865209471,4.5,4.75,3240453,29.573959198542802
8.5,6.666666666666667,6.6664,9.990892531876138,8.5,6.25,3240781,46.5739591985428
6.25,6.666666666666667,6.6664,6.657559198542805,7,4.75,3240782,37.99062586520947
6.25,5.555555555555555,6.6664,9.990892531876138,7,5.5,3240783,40.962848087431695
6,5.555555555555555,3.3332,3.278688524590164,3.5,4.5,3246811,26.16744408014572
6,6.666666666666667,4.9998000000000005,2.165691277640081,4,4.75,3246812,28.582157944306747
7,4.444444444444445,4.9998000000000005,6.612021857923497,4.5,4,3246813,31.556266302367945
5.5,3.3333333333333335,1.6666,3.187613843351548,3.5,4.5,3253061,21.68754717668488
5.5,5.555555555555555,4.9998000000000005,4.38242692341053,4,4,3253062,28.437782478966085
5,0,3.3332,4.0740740740740735,4,4.5,3253063,20.907274074074074
5.5,3.3333333333333335,6.6664,3.1813659760370254,3,2.25,3255541,23.931099309370357
5.5,2.2222222222222223,3.3332,7.03038053091576,4,4.75,3255542,26.835802753137983
6.5,3.3333333333333335,4.9998000000000005,6.85187907896134,4,4.75,3255543,30.43501241229467
4,3.3333333333333335,4.9998000000000005,6.080630499974433,5,5.25,3263461,28.663763833307765
5,0,0,3.42312072510877,4.5,5,3263462,17.92312072510877
4.5,0,4.9998000000000005,2.755009107468124,3.5,4.5,3263463,20.254809107468127
4,2.2222222222222223,3.3332,3.585182013430117,4,3,3263591,20.14060423565234
6.5,2.2222222222222223,3.3332,7.4687061258224015,6,5,3263592,30.524128348044623
7,3.3333333333333335,1.6666,4.469164715066355,4.5,4.75,3263593,25.719098048399687
6.5,7.777777777777778,4.9998000000000005,8.888881427662325,6.5,5.25,3301021,39.916459205440106
4.5,3.3333333333333335,3.3332,3.327728737564803,3.5,4.5,3301022,22.494262070898134
6,3.3333333333333335,6.6664,6.997137652875357,3.5,3.25,3301023,29.746870986208688
5,0,3.3332,3.278688524590164,3.5,4.25,3301311,19.361888524590164
5,0,4.9998000000000005,3.324225865209472,3.5,4,3301312,20.82402586520947
5,0,3.3332,3.7518326002932163,3.5,4.25,3301313,19.835032600293218
7,6.666666666666667,6.6664,10,5.5,4.75,3304041,40.58306666666667
6.25,3.3333333333333335,6.6664,9.717992103778906,5,5,3304042,35.967725437112236
5.5,3.3333333333333335,4.9998000000000005,9.748427672955975,5,5,3304043,33.581561006289306
5,6.666666666666667,6.6664,6.4499889909725985,5,5.375,3340021,35.15805565763927
7,6.666666666666667,6.6664,7.0554086609083955,8,5.5,3340022,40.88847532757506
5,3.3333333333333335,3.3332,6.1146082900534315,4,5.5,3340023,27.281141623386766
5.5,6.666666666666667,3.3332,5.9568446125823185,4.5,4.659722222222222,3346311,30.61643350147121
5,3.3333333333333335,6.6664,3.7548790007806403,4,4.409722222222222,3346312,27.164334556336193
7.5,3.3333333333333335,6.6664,9.157559198542804,4.5,4.909722222222222,3346313,36.06701475409836
4.5,2.2222222222222223,0,5.144070724200741,4.5,4.5,3360591,20.866292946422963
5.5,3.3333333333333335,6.6664,6.101592337975204,5,4.75,3360592,31.351325671308537
5,3.3333333333333335,6.6664,9.378090033827737,5,5.25,3360593,34.62782336716107
6,4.444444444444445,6.6664,9.990892531876138,6,5,3382311,38.10173697632058
8,5.555555555555555,4.9998000000000005,8.879781420765028,7.5,5.75,3382312,40.685136976320585
4.5,3.3333333333333335,0,2.7929568913175475,4,4.25,3382313,18.87629022465088
5,0,0,6.612021857923497,3,3.5,3452331,18.112021857923498
5,3.3333333333333335,0,3.278688524590164,3,3.75,3452332,18.362021857923498
5.5,6.666666666666667,6.6664,6.45972512493406,4.5,5,3452333,34.79279179160073
6.5,4.444444444444445,4.9998000000000005,4.893902615356113,4,4.25,3477631,29.088147059800555
5.5,3.3333333333333335,6.6664,3.278688524590164,3.5,4.75,3477632,27.028421857923497
8,4.444444444444445,4.9998000000000005,9.105427266346807,6,5.25,3477633,37.79967171079125
